"k","id","naraComp","naraAcc","wordAcc","nonwordAcc","woldComp","f8age","f9age"
"1","ALSPAC0091",29.4242939179762,36.6998646190897,8.18247437146558,7.28976951918192,4.1558712531399,100.088507873255,122.769832208951
"1","ALSPAC0092",38.2021967291798,25.4924761159867,9.3354300839018,7.44837202646021,12.0758910564555,105.739193980592,126.656284175919
"3","ALSPAC0093",10.8052408809749,65.2051132027779,3.89568888555164,1.60425897305009,7.2784391752195,104.219331395737,118.690381856795
"1","ALSPAC0094",39.8243340878724,27.7493404436258,10.6499793552592,8.08163158919372,9.12992001885557,98.2205577565804,124.785530868549
"1","ALSPAC0095",18.2728771123607,29.7836631257902,8.4466647485361,7.27147349459863,6.54684693687991,109.036439604693,115.081491768558
"3","ALSPAC0096",29.6968572428262,47.448491592302,7.423059989429,5.41245927763842,9.30892357786373,104.371322942016,118.94529873604
"1","ALSPAC0097",43.4340465404993,27.6840740639163,8.97489748524824,7.98263066522046,12.5721108638804,107.161917405022,123.830929974282
"2","ALSPAC0098",19.5103702525421,48.4416692104689,6.43220426768509,4.01540729565249,4.35370036890296,98.3045489585067,112.217128414436
"2","ALSPAC0099",14.0713675056111,56.6294923880385,4.60881907523101,1.50329793718963,6.00517272065676,101.112042724508,118.910624005922
"1","ALSPAC0100",21.6524345745472,35.623756808739,8.01666657870456,7.04174218306115,5.63426663710805,108.183261392019,121.05250921742
"1","ALSPAC0101",30.2458323700006,30.1966928871858,8.58905410750427,8.40095924201645,6.66542881705831,111.563743657372,121.166086715402
"1","ALSPAC0102",44.3612215055136,24.1407985187215,9.62658818814426,9.82213233524408,13.2372897325888,102.23542157874,127.206006344568
"1","ALSPAC0103",48.918004728729,28.1793340842603,7.95801185561758,6.85873351937254,12.7668717595962,101.367072162095,123.11634517085
"1","ALSPAC0104",40.0382738448133,27.9439271603157,9.38810187892486,8.72754549516642,9.92712529217478,105.422665534313,123.209939548525
"2","ALSPAC0105",3.12792373452557,68.4023953223096,1.56767348140944,3.71454200397468,2.77295215593685,99.765003269219,108.661722870377
"3","ALSPAC0106",24.9173517581588,25.9769405214473,11.8445694787977,9.69069075228556,9.3896674374458,98.2810519356403,127.066957047511
"1","ALSPAC0107",24.7483094368167,36.080200518041,8.91047930863389,8.60302873018121,8.4269034783637,98.9362910995346,119.147274956849
"1","ALSPAC0108",39.0717449091288,34.6736817871771,7.93475757338406,6.46427836499623,8.20676220787229,96.8647284676263,126.783463568265
"1","ALSPAC0109",29.2619916464169,30.8967787148595,9.2939606996523,7.91380978046312,5.85846358300347,107.076713636861,111.618085792227
"1","ALSPAC0110",23.2356830355532,39.1507282159894,7.18473012720642,7.12405315214433,1.85432428498773,102.495829132656,115.589403078667
"1","ALSPAC0111",42.1297711926571,36.6089455668268,8.16319334521627,6.64817000422094,11.1317636326317,98.6959829523036,115.847608870061
"2","ALSPAC0112",10.9610799247422,57.6953733108367,5.26800433349417,5.21673695743314,4.23861818631801,100.043212899423,124.872572330114
"3","ALSPAC0113",17.9928578019545,56.2254440165674,4.46859268941428,4.55910377139721,5.11622782512745,96.9059266517006,119.348635476965
"1","ALSPAC0114",43.4694964783391,26.6121229506568,7.92634099270137,6.93618418165962,10.6978153807091,107.406175920788,124.016777318132
"1","ALSPAC0115",27.2140705393412,34.7106612925586,9.52708855007833,9.0049135849538,5.21215552304222,99.7173727522209,114.804885388086
"1","ALSPAC0116",50.0640436276052,17.3982830124515,10.2771803994989,10.0701341619203,10.2455973248313,97.0722088641986,113.708306097383
"1","ALSPAC0117",40.0101249586854,21.8730549929582,10.8089185829174,9.76390142416908,11.7226485671945,106.534646062281,124.618850079691
"1","ALSPAC0118",42.7385427159335,29.6215064025231,9.18366056543409,6.95587845265383,10.0621580570847,103.20745091561,112.040325278828
"1","ALSPAC0119",27.0112869024843,37.1689429325933,8.74031156336912,7.84226963685139,9.92346364527304,108.204804309675,118.545201229701
"1","ALSPAC0120",28.1033176753488,28.5381127633244,8.07678242910436,6.17242880964395,9.59487518837332,97.9371394392589,115.460878070482
"1","ALSPAC0121",30.1109906516479,24.3042604103157,9.69298338744514,8.89251462492651,7.70743081583338,111.862052745298,115.383330013001
"3","ALSPAC0122",16.867912209053,49.8669324572471,8.99444535916858,6.10690248040203,3.77400505377112,104.523476579772,115.3720706005
"2","ALSPAC0123",13.6528951545901,54.4781193162018,7.73492402180385,5.05151269799466,5.87818142732721,102.157905801365,120.617102917793
"1","ALSPAC0124",43.28745679405,27.649103367582,9.38595956972346,8.48594165443743,10.7885000448235,101.322067313778,117.114229476293
"1","ALSPAC0125",31.9660928097655,22.6702339902712,10.0563976531308,7.82510731309643,5.35992660464354,107.932610953083,134.626641723981
"3","ALSPAC0126",19.7835115203361,40.2529328359058,10.1826216216485,6.57492787113483,5.42976397543698,100.744437022999,120.381592371425
"1","ALSPAC0127",35.962853696437,30.9203817964074,8.9780757851799,8.42442104278405,8.81175310101658,107.690611847566,118.544260319139
"3","ALSPAC0128",19.3374559950171,53.2426619019693,4.49596338407873,0.758505629446661,NA,100.707072045964,118.478246339877
"3","ALSPAC0129",17.342367517944,33.803967205869,9.13852947601625,7.76779387848669,5.29594519573874,104.443696160975,122.48107121712
"2","ALSPAC0130",7.79889627539403,54.4718946651936,2.02930331758732,1.8073663264289,8.01990953094509,105.288841598648,114.223582512893
"3","ALSPAC0131",10.7515118522355,48.4914149773433,NA,3.66146460338038,6.78128050186066,105.837443044828,118.214607446695
"1","ALSPAC0132",46.1770215059048,29.0346942597703,8.93102743951201,7.20750993730086,11.7420711756633,105.192931986429,120.531587832209
"3","ALSPAC0133",10.4286343994108,42.9290170345708,6.32645563012741,5.43642856219919,2.88859498731013,100.242376834818,119.902851950967
"2","ALSPAC0134",-3.33614486670713,64.7836163637959,4.24411987245225,3.65036869537221,-1.00604313612971,98.0091272339672,107.839325840394
"1","ALSPAC0135",43.6820157165198,26.5800601001074,9.4186936593968,8.81371028779574,8.50150429156677,104.014080996736,120.014024144323
"3","ALSPAC0136",21.3879357810197,51.4055527169569,4.6897705065671,1.01572844225126,NA,110.108785503935,111.207744053436
"1","ALSPAC0137",30.8008705537362,40.7576717198113,7.78578877437804,8.52119462739848,10.5569654362869,107.602351690714,121.84282383865
"1","ALSPAC0138",48.7022121736923,20.6639897757245,9.97850518943246,6.91150799852651,11.170566160004,110.781201095424,119.091570444726
"3","ALSPAC0139",22.8717263758083,42.5969418666403,5.72809441615732,5.80459020472745,9.50836484723794,105.312137964431,119.558186040639
"1","ALSPAC0140",41.6162012405772,24.1271786751354,8.73632943900702,7.40162301345139,10.1200952662755,105.888034600861,115.65864100006
"2","ALSPAC0141",11.7945573059415,52.5556561234643,2.80165005118006,3.48705872643566,8.38121786238806,100.372795601775,123.245326788958
"2","ALSPAC0142",5.31049984521339,71.1146756709864,2.97849918886341,1.40536396933196,NA,105.09195969677,114.535879368196
"2","ALSPAC0143",11.0208578632085,51.2326316397965,6.26180966779637,4.99271971740641,3.92267631523104,95.6965292691295,118.1343186197
"3","ALSPAC0144",11.0108395661668,52.9779133568708,6.11682001285995,5.4718091682771,1.17011412621149,101.025199914264,114.903386440395
"1","ALSPAC0145",45.6596418985114,16.0125561533115,8.49210005298932,6.9017784166327,6.77717761387151,105.827010370006,130.516838025225
"1","ALSPAC0146",33.0032532257571,40.1524974519703,7.93859549056915,5.80032077519897,12.5629989938533,105.414112432842,121.516735370603
"2","ALSPAC0147",17.056495635661,56.3250764695878,4.76468956053486,1.87021768950399,4.83375859546614,102.641315593852,111.920835288411
"2","ALSPAC0148",10.3795549822746,59.7991260253615,4.32837382705536,0.465374902438256,3.71320354416438,96.8673871590565,113.490498719336
"2","ALSPAC0149",7.66762774608078,52.014255419598,3.53578657928373,4.52044626527153,3.33300426618947,103.365975856427,114.032266842298
"2","ALSPAC0150",15.9307277936075,50.9004269372894,3.85623542953572,3.52360117871802,5.71271034550602,97.5135020664499,108.968921771397
"1","ALSPAC0151",41.4586900225278,26.4682694904315,8.66981762928467,8.51644421678022,9.2681596052711,102.848123831225,113.148201019603
"1","ALSPAC0152",23.4312700929186,34.9966806726288,9.5305106986462,8.47003901184057,9.79278927385657,107.237617671994,122.653643103146
"3","ALSPAC0153",17.3096780715575,47.9340799320976,7.27323125322889,7.22060721254368,7.48484903243691,97.6640550552951,118.828748580949
"1","ALSPAC0154",55.573867755138,31.7220253009537,9.39646748428284,6.83792751007414,15.5563071864037,106.484427347333,114.877852757259
"3","ALSPAC0155",13.2586713752665,62.1557614910378,4.58384633918173,2.39473269165916,5.36838034060863,100.416051521153,120.385347497327
"3","ALSPAC0156",20.6541160618418,49.3995868362744,6.48090254622934,5.24933171124036,11.4293549500637,103.999784770453,114.298628599417
"3","ALSPAC0157",31.4785454553825,35.3153976105731,8.54469323510082,5.22581266831859,16.4767438440511,102.529525348028,118.717825197096
"1","ALSPAC0158",21.9368000788897,26.8172504048624,9.4584142059938,8.10800520285668,NA,99.6355427935232,115.878278785264
"1","ALSPAC0159",57.2284564557899,16.5787331769072,10.7805374212946,9.6942683819415,16.9093998027391,106.50036503614,112.962308200784
"1","ALSPAC0160",38.0739224138873,34.896606774999,8.76444852720217,6.81433164534877,14.0381070734788,108.507327609846,116.679612578927
"3","ALSPAC0161",29.7124745433348,40.2195144160292,8.52676227819002,6.50782820197885,10.4954488397258,101.517880940521,120.067127140215
"2","ALSPAC0162",9.98995343720356,53.1428622521729,5.27562184711009,4.31457744872702,9.16733347220542,99.6687680625201,110.534418373198
"2","ALSPAC0163",1.73755867211925,73.67784604756,1.52685794249081,0.341280763765396,1.73692841331756,98.9281660207609,109.219878558619
"3","ALSPAC0164",20.8822966521097,43.6916207920618,10.4797373490971,8.09042673589413,8.37182066764849,100.805126925708,127.444182217861
"3","ALSPAC0165",25.9445556512706,45.821934533411,7.27924731768557,2.14619748068519,9.08520061175092,99.5459489654473,123.36848304346
"3","ALSPAC0166",21.4659308230523,47.9778242164962,5.15856384617901,5.63920890819486,NA,100.040473213633,116.096136185642
"1","ALSPAC0167",21.6327211512612,36.840950076914,7.69639034942763,6.82786396212812,7.84627990503652,107.465168055546,125.23850382961
"2","ALSPAC0168",3.48849957286532,66.2936797482952,1.85185522571625,0.177200666114198,2.20426112411806,102.267832119316,113.166127671024
"1","ALSPAC0169",31.1326906862535,22.2094557409895,10.8324103227834,10.3005155374282,5.81342714211242,99.8325213962078,124.218037493576
"2","ALSPAC0170",13.068342715673,59.6886460465328,1.44864607701975,-0.780857563418909,4.77529840114301,96.7749113309212,112.97995106807
"1","ALSPAC0171",29.0731074838302,29.0693461671966,9.42003750318598,9.45314171777988,11.7090513502273,107.83897352092,127.677591045015
"1","ALSPAC0172",37.422641442086,30.0300648695565,9.5490287256013,9.3049348810774,11.437325471042,108.554349694562,119.378597040682
"2","ALSPAC0173",12.4850519804554,48.7897967219137,3.0939782512111,0.952053191069186,4.76219843995386,98.7489653619969,114.680107991758
"1","ALSPAC0174",26.1371603080849,34.3760512045884,10.2264439510359,9.10997484022771,11.5202992483086,109.231204325385,124.212082566317
"3","ALSPAC0175",24.4368793061921,54.0280033518056,5.97074479150918,8.71017426573695,7.89232919968596,98.9489392670588,121.825831239838
"3","ALSPAC0176",19.458640608002,50.7813591107095,2.64132427003304,3.24432737805004,7.32861049450211,100.617207491203,117.326928527164
"1","ALSPAC0177",19.1664247074622,36.3887169787422,7.40637228783187,6.57024674751469,9.67818771752624,112.589092829127,127.918203592502
"1","ALSPAC0178",48.2646671589134,30.463383509637,8.02085007462832,7.44798745119554,16.4887602470279,106.137513826177,118.773912970841
"1","ALSPAC0179",53.5144670683102,21.3547796438368,9.28270369115187,9.44421194616124,15.0077385552131,110.343617218636,126.207363647896
"1","ALSPAC0180",33.686462625832,26.9350463452868,10.543938519304,8.34958813675708,9.2391382080672,107.099663709779,122.527989598335
"1","ALSPAC0181",48.772674431616,26.4694576231721,9.52034552613379,8.61248394180491,11.4076061765469,103.1584182341,124.058300599036
"1","ALSPAC0182",42.3453080024179,22.6986115136846,9.07798454131166,7.83266807228807,9.5932331447824,99.6777628235853,122.693333326934
"3","ALSPAC0183",28.3976550481164,41.9750556738935,5.78265997377838,6.34213999766109,11.6732912596709,100.606825660539,115.468838850376
"1","ALSPAC0184",32.9093395847252,28.2119628203926,10.6415501273856,9.51497737029457,9.85729899359866,102.763445809098,117.192627091466
"1","ALSPAC0185",21.0956853571413,28.7778559266235,8.28740561527504,NA,7.46997925920106,100.641077760662,116.493132667419
"1","ALSPAC0186",27.9164021956718,24.6620515973489,9.16652457645347,7.45091497200126,8.49002685599939,112.414162270264,123.923727498964
"1","ALSPAC0187",20.3254948672796,39.2578961856129,7.91001489690296,7.43124817827156,8.69743026415117,95.8439573376296,124.662215510861
"3","ALSPAC0188",20.9192542292955,64.1656666607941,5.96420905254653,3.57432102527379,7.90689387988289,106.865457928707,116.440954553285
"1","ALSPAC0189",26.7973188143027,31.7012142284526,8.59554662612472,8.03770869771566,5.76339598237494,97.9918202942036,121.057703543716
"1","ALSPAC0190",16.6428867850835,38.7657843432972,8.78574934344737,7.95570330883099,6.49835007186175,106.634445869447,122.378270574131
"1","ALSPAC0191",15.3438275480649,33.2212089870039,8.80652024692537,6.96482778449052,5.6098971960126,100.251672604468,116.595072865795
"1","ALSPAC0192",27.7930197966978,34.1116831081667,7.91044287000739,5.90048505222275,12.7912475041687,100.982321965446,119.496263547132
"3","ALSPAC0193",31.5792222110276,36.3240346431042,7.54722349404633,6.25745408689101,7.89369612855588,102.452690654707,127.966400052215
"1","ALSPAC0194",29.5530151087764,30.4456917392852,9.11583909553823,9.59238906825108,14.0781693900926,104.84627470852,124.403123922594
"2","ALSPAC0195",14.1946303283907,75.9235998055133,-0.116277238200393,0.764413717327568,3.30396181570998,100.520548409211,123.395330602931
"2","ALSPAC0196",14.0546023361918,58.6165159593822,5.78296311815655,3.86018699207262,7.05619318593072,101.362317634825,118.717398234458
"1","ALSPAC0197",49.5099893366307,20.4558835341576,8.62787979047738,8.34300963326494,12.6211399302825,100.759347585804,119.800020265932
"1","ALSPAC0198",23.429061495049,38.0984083973861,8.42577190217536,5.88123422481171,7.4390756342679,107.881089739757,125.02262828955
"3","ALSPAC0199",12.0515324712585,59.102210027517,9.50842440629118,6.62162011348504,6.31104192884077,102.78218129266,120.78257333572
"1","ALSPAC0200",31.7434948444539,33.5713000635745,7.47451447963788,6.84849898242813,10.4457530535467,109.595438520694,127.56034563918
"2","ALSPAC0201",14.8931943872322,56.9778694977207,4.56212333966922,1.34079062415901,7.16468504837015,96.89713651566,123.716336506129
"1","ALSPAC0202",26.0744982553802,35.3210811849796,8.55591432688984,7.93357860921844,12.3543389237615,106.76795842504,121.872785040758
"3","ALSPAC0203",17.8215783801119,42.1790670925575,7.7169746664251,4.17820341167723,7.97224701092158,102.344563797053,116.181491319324
"3","ALSPAC0204",23.341241744571,49.2611600784074,6.97193593833512,8.18603910393655,8.98950673981,105.044977199803,124.234486966884
"2","ALSPAC0205",10.3677593286854,61.0878566670754,2.48128343936463,2.62120211911953,11.7803323061997,106.454204699432,110.923681392256
"1","ALSPAC0206",25.274958132799,35.4637711853912,9.96705526641171,9.15499058448703,10.5195471476628,105.523405170107,113.599219070442
"3","ALSPAC0207",28.0692667657076,38.2894058454542,12.3362015157846,8.1072763173173,11.3858888066619,100.931812740558,122.370665803534
"3","ALSPAC0208",25.5066106054153,60.7405002503596,4.34889251555462,4.18391869648338,11.5978744799589,99.0488658032857,112.429530247195
"1","ALSPAC0209",47.0960681025242,23.5863953385356,9.44757546240525,8.02046183118255,9.27426424275187,103.263359536135,122.757651232911
"2","ALSPAC0210",12.143492633805,60.161926547273,2.73530982799756,-0.349914173997523,NA,103.620010378589,109.866866852664
"1","ALSPAC0211",36.706431480731,37.2233347492342,8.08778271159312,6.60663873057727,11.5513480491515,107.164011757471,120.775323033731
