"k","id","naraComp","naraAcc","wordAcc","nonwordAcc","woldComp"
"2","ALSPAC0045",83.2152137082486,73.3075390761706,76.6732614451566,73.8091653005767,84.1404188291774
"1","ALSPAC0046",109.575509827206,113.677671048022,110.749304465457,108.797758754265,109.65812960709
"1","ALSPAC0047",107.350754874968,109.911385901581,108.535370988441,108.699453558226,110.716801061209
"1","ALSPAC0048",96.6735677447206,106.125769155169,110.231043147113,109.007303657466,101.216636551462
"1","ALSPAC0049",105.413527109506,105.963398723219,104.765088240509,101.295985666656,103.866317132026
"1","ALSPAC0050",106.839539965394,106.142403521414,98.5812211160833,108.805611191215,NA
"1","ALSPAC0051",100.105280910951,102.282781569359,97.3905599424195,102.061802879426,98.3559279764638
"1","ALSPAC0052",111.156548218443,118.564656364319,110.339435001489,111.981677184387,105.784769447908
"3","ALSPAC0053",96.5789725443943,97.8166646058424,87.2132677313449,79.3860724954539,92.6843347372709
"1","ALSPAC0054",102.760072168589,103.837767802223,105.048851200292,100.222123732,106.164982665369
"3","ALSPAC0055",77.1773117546828,82.6087111702983,95.099394691047,92.5007453200931,101.805372471437
"1","ALSPAC0056",113.818317542689,115.369741781353,106.331584683963,98.0923808781418,111.399772835765
"1","ALSPAC0057",104.137903747335,102.089736233118,99.3280208481209,96.8972980769428,98.4620040772422
"1","ALSPAC0058",103.770003951371,98.2047488621256,107.650677561209,109.001649739621,107.354023699438
"1","ALSPAC0059",103.548020723464,99.2272664609495,106.285590323024,109.777426138905,109.332851106578
"2","ALSPAC0060",77.6810369348469,76.4128428122194,79.4611283875701,76.5450059129024,61.8934007130711
"1","ALSPAC0061",108.398394986512,107.351990074078,104.249260591298,105.47808382599,104.639014388408
"3","ALSPAC0062",97.5317309389175,102.871015384162,94.8418864318239,89.3760660082292,93.0959603564343
"2","ALSPAC0063",80.2213799995288,81.0197629508181,77.2647471261323,74.7661820203286,NA
"1","ALSPAC0064",110.927721133849,107.667906363483,107.824287884968,106.99633583888,108.813628044699
"2","ALSPAC0065",69.2583762811403,83.8323638261524,77.2857188222218,78.9768654563521,69.4510446023506
"1","ALSPAC0066",111.85497774589,105.698341449788,103.287497228889,109.323107240898,108.73665793906
"1","ALSPAC0067",108.387305995695,99.8775013806237,105.953596315076,103.503262290375,104.954557784753
"1","ALSPAC0068",108.411441246226,110.666785283089,106.928236007753,107.331166352689,107.087265037962
"1","ALSPAC0069",111.781369672378,101.61287797664,101.225617342642,100.864709568524,110.607272096313
"3","ALSPAC0070",94.593823290911,83.3607798758119,100.04775498811,83.1502502824287,103.365803162903
"1","ALSPAC0071",100.292580840335,105.041341854162,95.5337509942697,101.04749106566,105.281023924055
"1","ALSPAC0072",102.848180572134,106.854398423812,113.286655896607,116.497277760129,100.16206182754
"1","ALSPAC0073",100.354527491818,105.270196754478,103.894666402576,99.3257238246087,102.529164691563
"3","ALSPAC0074",108.032538211923,94.297508443021,98.2232526153503,107.332034165423,107.967622389452
"1","ALSPAC0075",105.985670798973,104.725610921755,102.264605625276,107.769958495303,96.1257792044234
"2","ALSPAC0076",80.1489374279253,85.6655096748558,79.5985034062438,78.3144943570753,79.3780230748621
"2","ALSPAC0077",68.799137083456,75.0440028776945,72.088132869864,77.1459502856253,76.5241083099595
"1","ALSPAC0078",98.7715440333238,95.5362355363882,94.7844876330483,101.178574233237,102.955860581665
"1","ALSPAC0079",105.977315097962,104.869885158939,98.6631964848133,103.985018180252,101.51274462025
"3","ALSPAC0080",108.08224108944,96.8026767562977,88.8241732625006,89.2112920888047,98.4537483677729
"2","ALSPAC0081",76.4378613542375,81.519644983526,80.6306574017418,77.940490887063,NA
"1","ALSPAC0082",107.051707878421,104.382033746205,99.4049103124712,101.455805732291,107.834366695
"1","ALSPAC0083",106.534199215667,108.876623154465,108.408925118213,105.309721209807,101.806189349001
"3","ALSPAC0084",92.5480720518126,94.634358844911,94.6593453644795,88.5816561924166,82.935472198229
"3","ALSPAC0085",106.556827982003,109.33757634986,93.205030231288,114.879388059726,100.595505869244
"1","ALSPAC0086",101.942804731594,101.170742307268,98.8739810687652,98.1771945640753,104.125486908849
"1","ALSPAC0087",110.407080916541,107.552015309535,121.990442495378,111.252545794578,112.93845340077
"1","ALSPAC0088",106.139612485352,109.441369018104,103.048044713597,101.030546571412,101.999481333989
"3","ALSPAC0089",76.5414766592075,82.9740376179646,78.6340518626909,79.7510891179422,96.5562535631182
"1","ALSPAC0090",109.628734408792,110.166966467324,109.258540624939,112.255931221499,113.416556170694
"3","ALSPAC0091",83.9685005998861,87.0235566209434,95.1755788507244,91.4331750746006,88.0108557374383
"1","ALSPAC0092",100.375365231762,112.269304013284,110.902261000252,109.366681679237,111.451637544647
"1","ALSPAC0093",119.170563365899,107.414442283712,106.123074321401,103.650097181224,117.907050477985
"3","ALSPAC0094",86.0838468237588,98.4775510491354,103.672440102615,103.916683986172,95.1285854703701
"1","ALSPAC0095",106.152462165482,107.737969219605,107.741500114961,116.082285207818,101.878435372829
"3","ALSPAC0096",88.6649451127369,75.9806900713513,83.8279478675285,87.5930879503096,87.0517203762676
"3","ALSPAC0097",88.2528295106106,76.247200482351,84.842248054108,86.8271582175075,86.4281400613813
"2","ALSPAC0098",83.9094062232074,79.3033140624021,88.1525454652601,91.722005334921,93.4805580638072
"2","ALSPAC0099",81.526365360131,81.8380517074198,82.3991390305716,76.2829573000827,NA
"2","ALSPAC0100",82.041326242977,85.734100134327,79.6145636966464,87.7691052276585,83.2292379369298
"1","ALSPAC0101",103.469123573484,103.690000090326,101.510411838902,99.3109294754769,103.791597636143
"3","ALSPAC0102",104.839482562276,109.219109245879,101.207787105692,95.694342931639,106.368471138248
"1","ALSPAC0103",108.238566673533,106.718353042018,113.431756807451,110.505636236063,104.265324196797
"1","ALSPAC0104",102.879008349809,108.252578608894,103.603154323016,104.809180596115,99.8548227757691
"3","ALSPAC0105",89.3687389082129,91.0231526750259,105.672670852384,105.484195543636,93.8055984290595
"2","ALSPAC0106",84.1587812036948,82.7702338948783,74.6702899399743,75.5725208222491,80.3374934770332
"1","ALSPAC0107",105.022403186934,104.315892493473,106.875771235048,104.434260753272,106.940370844127
"3","ALSPAC0108",90.8758643393857,93.0078701286858,86.6919558148892,91.2425751581914,74.846183825783
"1","ALSPAC0109",95.8667848449792,93.6893621703343,100.634707007225,99.598882175613,99.3502994060145
"3","ALSPAC0110",71.7165383056634,66.1605312562191,73.5240420466364,69.847125257459,96.287980565277
"2","ALSPAC0111",86.3676469233115,82.0988679886235,73.9194765079335,80.9183105162804,85.1187587248762
"1","ALSPAC0112",109.307262466063,110.640437488114,114.488574672101,110.338803280786,107.795067560033
"1","ALSPAC0113",105.978374857941,109.855010923813,110.62453898501,103.8696969693,105.534256762708
"1","ALSPAC0114",93.9959463418911,92.4331571679075,98.6504529900287,98.606361498755,98.8096967765733
"3","ALSPAC0115",79.8235174377977,95.9841187342044,92.9647623487848,86.7651248392437,91.5801347480507
"1","ALSPAC0116",108.817933207755,99.7254049266635,100.456329815434,108.177014960285,108.228441515227
"3","ALSPAC0117",97.3403412428214,84.1402645141248,92.3261184357345,92.2833613109789,87.2591307689461
"2","ALSPAC0118",80.2342091383874,75.5521531990716,76.719688430072,86.2910822344885,73.7095784798098
"1","ALSPAC0119",103.200784030936,98.0704648556583,99.675124509578,104.774108882213,107.014723776352
"1","ALSPAC0120",111.258015909295,110.31323970857,106.811958381628,104.884311298434,105.767727895804
"1","ALSPAC0121",106.703256268509,104.473975917299,105.11521073115,107.184187995331,102.511234122793
"1","ALSPAC0122",107.416275411556,108.576135160658,105.991165404512,100.960398528644,101.793208290196
"1","ALSPAC0123",103.365434039401,108.552767537011,109.884862958702,108.537118633824,106.208329424284
"1","ALSPAC0124",111.233993275155,117.32902649213,115.198880244958,109.571524263316,107.530770256082
"1","ALSPAC0125",106.424276448838,103.521898623218,106.20322926876,108.093756316458,109.742425811508
"1","ALSPAC0126",102.575904249349,111.911795921779,111.460996784017,107.745113358322,106.094371111392
"2","ALSPAC0127",81.1405830222826,71.1542599693823,79.325638774545,76.8425351025218,78.0098212133221
"1","ALSPAC0128",113.275020253687,104.219263434551,104.779050777538,107.379684407324,110.62900444002
"1","ALSPAC0129",109.384342438135,110.531636245668,105.052239466758,106.275070416893,99.4354509897944
"1","ALSPAC0130",112.850205357417,98.4005783704393,99.7972889765015,96.7647200192728,112.111845538417
"3","ALSPAC0131",89.5846271109951,89.2651706857569,85.4650576128511,105.168062661778,89.6033147586846
"1","ALSPAC0132",98.4600613482326,99.083181065991,96.4967801332025,101.695934447746,100.743555603973
"3","ALSPAC0133",92.1687647328507,90.6101556053046,96.4509562492876,97.9064924961488,99.1762806197239
"1","ALSPAC0134",106.650609324921,113.353945783181,111.647105620996,103.744595413903,107.808147827866
"2","ALSPAC0135",70.5486565553392,84.4240574479615,77.7370019668564,83.0310806271165,75.7886992840125
"3","ALSPAC0136",98.1264281426793,89.7497951967291,110.389390728539,100.155468555588,92.2465413954304
"1","ALSPAC0137",104.050756528146,101.543736608694,98.1733836338224,100.575890167307,106.023468608663
"3","ALSPAC0138",102.192447831902,89.5103409339418,100.995597486254,94.1880227736725,97.5131272369252
"1","ALSPAC0139",94.8975635762836,100.148029231968,101.213178786649,106.044415125904,92.8148552242702
"2","ALSPAC0140",72.212539621882,81.9674342166986,80.2079334417986,76.6587482082888,76.8987427181952
"1","ALSPAC0141",99.6259765362607,103.624188938305,103.078700115005,96.6640589450966,100.450028755088
"1","ALSPAC0142",102.505243448517,114.338534309865,114.491778839854,110.615216809266,102.973628266843
"1","ALSPAC0143",107.412824090098,99.6623611780711,105.969584226421,108.903033684707,108.023081019058
"2","ALSPAC0144",87.8898142205492,94.3176396490928,88.6358028336731,90.8518036082763,75.4330536388131
"1","ALSPAC0145",106.038420489044,106.799564644594,114.940392654366,112.501859719199,99.6167609074367
"1","ALSPAC0146",100.378137593056,99.4710617996214,105.806154146837,103.372583442829,102.634449752216
"3","ALSPAC0147",96.1982302504512,85.6706772158874,82.4908150432404,85.8023232704161,100.196995087299
"3","ALSPAC0148",90.9181308065967,100.375897724911,NA,84.9933152833936,82.175207701364
"3","ALSPAC0149",74.2580242318729,71.0123325811603,88.5161715857467,81.1669968061519,81.5463857395892
"1","ALSPAC0150",106.436162804155,102.790878161222,104.951111880324,106.6654801684,101.863287292783
"1","ALSPAC0151",100.14944257523,103.233308959814,103.26539922018,104.257033346459,103.552972670654
"1","ALSPAC0152",103.797502864412,104.26515109556,102.677359541807,95.9388551919179,102.882389015836
"2","ALSPAC0153",76.8315503695686,76.8825150334501,81.18822829787,74.7787531147504,74.1415962783384
"1","ALSPAC0154",103.844016173238,103.73376509707,106.858431800316,104.588092621855,102.763115216875
"2","ALSPAC0155",79.3031199366608,88.1768015153281,80.7317371435381,74.1709238293863,81.4888302888456
"2","ALSPAC0156",78.9562603734206,83.758983657433,76.7477385374715,74.3484511525642,80.132874020552
"2","ALSPAC0157",88.0868461490338,80.9599138084156,75.4342061999194,76.6181212835023,70.0641146693164
"1","ALSPAC0158",111.495114262419,111.989539909115,109.844804319282,110.831587320165,110.499939026925
"1","ALSPAC0159",116.739165816632,112.793508002398,108.001378171811,107.546191688108,108.986321631615
"1","ALSPAC0160",106.57472153319,101.882147600747,106.326413025188,106.409402900038,101.743918701119
"3","ALSPAC0161",79.7377859655139,100.513286414963,85.7344503269469,99.3043793794384,NA
"1","ALSPAC0162",105.767087782227,113.437363884472,104.780296608139,108.486008539973,107.23713470856
"1","ALSPAC0163",112.035725162099,106.09979712806,99.4816962690704,104.722655337258,115.285197699622
"2","ALSPAC0164",71.0855744890098,67.973674409124,74.128703202433,75.1429805993689,74.3348956027754
"1","ALSPAC0165",104.1815279271,103.326410637715,110.503715648521,112.072631673319,105.95730628482
"2","ALSPAC0166",84.5283839682883,74.9583424887274,74.5677487470038,78.6990530451449,82.4938151506698
"1","ALSPAC0167",98.2962870423434,102.98043991933,112.33162069093,107.731952263104,96.8282814019665
"1","ALSPAC0168",97.273151835074,96.9185269197889,93.4283473476639,96.6807926847111,102.08201384042
"2","ALSPAC0169",82.1460460577783,81.264915952087,82.7333108910037,81.0575265010341,84.5400566710923
"1","ALSPAC0170",106.490489925217,102.8707183973,104.818076479507,106.829883142283,105.755167687493
"2","ALSPAC0171",88.2192366044766,78.0895163232948,78.4290018657877,82.7367944433893,81.0568463850925
"3","ALSPAC0172",91.3719081003644,81.6576849376777,73.0628001433457,73.2011753083566,88.7491403447689
"2","ALSPAC0173",88.9217573061332,83.9347016650326,89.5134850321337,85.2305651902521,83.3319022255853
"1","ALSPAC0174",113.849825008345,110.595892083689,111.778676339903,111.469775854788,108.385445267042
"1","ALSPAC0175",105.556037138334,105.503087614253,103.327488196146,105.061269999867,103.810684626151
"2","ALSPAC0176",68.4435678009755,73.8178156611752,80.5640914855613,80.3916220500189,73.7352556480524
"3","ALSPAC0177",93.5954798772005,99.9371979474445,94.5366158565859,98.4893889010567,96.0046278232042
"1","ALSPAC0178",98.090725471544,92.9217566719402,94.6511510492256,94.9064491932719,NA
"1","ALSPAC0179",93.2881640562381,98.2807841638028,92.9971650351936,89.0105000554749,95.162792081865
"1","ALSPAC0180",109.725838833342,109.428252326953,112.164776778142,108.910915691317,107.552010381497
"2","ALSPAC0181",84.3752808998941,80.1181870657225,67.9831480108235,68.2286323760536,83.5253512914153
"1","ALSPAC0182",100.833940627965,99.2861107402529,107.332323022262,101.253619883905,107.056735664131
"1","ALSPAC0183",95.9485304832586,101.835514548549,106.478285934024,110.27451943765,100.727453786429
"3","ALSPAC0184",94.4879353247432,105.18565904653,97.9657680265676,102.300186384788,84.0917099990428
"1","ALSPAC0185",105.745177595549,104.21847405957,98.5226252440816,98.7579604936505,104.221662179116
"3","ALSPAC0186",72.1001537167963,67.9267595570781,70.6630225006206,78.5137972256918,77.3854695559112
"1","ALSPAC0187",104.935962753584,110.840591014407,104.985295053862,106.366138463582,109.416804520081
"1","ALSPAC0188",104.361549439461,101.960422897208,95.9044382893584,100.973320326872,101.354050317719
"1","ALSPAC0189",107.315775066876,103.828512952038,107.276923179425,104.46159241043,104.679852949364
"1","ALSPAC0190",109.350065582093,101.622265363121,108.663539860617,107.886053812692,107.967601001176
"1","ALSPAC0191",101.531172766364,98.393695802927,104.475156955561,NA,NA
"1","ALSPAC0192",95.5389411566711,98.0022447504183,93.9577815513674,99.2295707772739,97.0881247710327
"1","ALSPAC0193",99.4928022978214,101.178498020908,94.1834417604109,105.802591107039,89.6684994454358
"2","ALSPAC0194",75.9960953907252,91.3704149995776,78.1833824431255,72.1551854591518,78.5525550068414
"1","ALSPAC0195",104.694597654491,97.5149678958468,96.0923267772281,96.6915284721055,116.092525300025
"1","ALSPAC0196",103.991514745351,101.382708566328,94.1629010780436,97.312798853573,102.054906715511
"2","ALSPAC0197",87.9578482769119,78.6232412418811,78.6841652011715,80.5674824545736,82.9279006345672
"1","ALSPAC0198",108.169973110609,109.445454650921,99.0551012831066,98.4725508964863,109.051783642729
"1","ALSPAC0199",99.8465659098644,97.7650845550445,97.5369111841874,101.918304170404,97.6811703880807
"1","ALSPAC0200",103.84432223249,105.949093844688,106.593828319144,106.933835793514,NA
"1","ALSPAC0201",104.589885219883,104.962663269587,112.908958866583,110.710016296451,99.7157444043024
"3","ALSPAC0202",71.4419628585576,81.5737978841825,91.6089922027179,86.1643451418159,77.1111226648443
"2","ALSPAC0203",85.4318469907675,89.3822864306042,80.6837406663655,83.8444356455175,89.6567326149791
"3","ALSPAC0204",85.2582609229262,106.602031489339,107.185967328292,86.9168284596969,91.7490110289519
"1","ALSPAC0205",98.5854209854786,96.4311717649984,97.9918513993464,97.336002110261,102.627039005995
"3","ALSPAC0206",81.8405231265384,84.5018432269648,88.3997505575372,90.462333049122,78.7008583467718
"1","ALSPAC0207",104.376152267465,98.8768570445246,105.291530864103,102.564148136773,98.1013788757404
"3","ALSPAC0208",96.8459306142153,94.6786051173135,92.8213460695148,90.8970767034766,101.076488388965
"2","ALSPAC0209",86.4890338255215,79.6034692741965,76.1923462330375,87.432685220328,72.3470078182978
"1","ALSPAC0210",105.229761329122,100.090203067302,103.948309324282,101.884318301467,101.385723004065
"1","ALSPAC0211",102.768230473223,98.7899637062946,100.620168976998,103.515439160268,110.777936368574
"3","ALSPAC0212",101.32704078938,92.0818642876081,84.3204419244724,72.225854209078,97.4654286749213
"2","ALSPAC0213",89.0740561887163,86.7319528200405,86.6500286415171,82.7619143415523,82.1579688195744
"1","ALSPAC0214",104.595811619736,105.249621449145,99.7098122213162,98.5692834643952,99.0465348670643
"1","ALSPAC0215",104.411543750568,106.366011224456,112.143310438803,105.082805117776,100.903751650549
"1","ALSPAC0216",109.714565060132,107.848894946525,115.335163803285,116.161360923857,NA
"1","ALSPAC0217",103.173663096658,101.89900331794,101.884879283711,99.8744226316809,101.942279589636
"1","ALSPAC0218",106.765752482939,111.921246865419,116.355258790889,111.554612161931,105.89061074219
"3","ALSPAC0219",90.6908198170809,90.6847252222065,92.7547520102377,87.283090333047,96.7271848586645
"1","ALSPAC0220",103.293335732896,102.54098308841,105.754327479374,103.881602563201,95.6359617870024
"3","ALSPAC0221",86.4442360276641,86.2197942553489,99.1924193289853,87.5223893278729,94.2399848044865
"1","ALSPAC0222",102.029404035637,107.197724591576,106.269554652481,104.030148737058,103.009196489716
"1","ALSPAC0223",109.875235707747,112.862984920792,114.000541814886,118.263639839097,110.704474666279
"3","ALSPAC0224",92.9146247852341,99.1963255061308,101.951994545135,98.1678340999252,94.1561634129959
"1","ALSPAC0225",106.976799998776,103.753103263272,97.4742857977564,97.9794752873243,111.616073975166
"1","ALSPAC0226",97.5620949341079,102.263540970773,96.848335507348,98.8687105818339,105.703497320861
"2","ALSPAC0227",77.0174412596014,77.4304771765039,84.8778889397212,87.2572018420201,79.8247144020064
"3","ALSPAC0228",91.1231641382209,93.445829556079,99.6977602520071,104.021683222865,96.9258883858393
"1","ALSPAC0229",114.971488685203,106.467342309414,110.198989772086,104.081679125047,109.728019740908
"1","ALSPAC0230",117.367658849501,106.743051602094,109.097001734018,113.849496195774,110.774067438758
"1","ALSPAC0231",107.468798012773,105.677524693865,108.318386079776,111.790030464214,103.166698299099
"3","ALSPAC0232",84.8349918471535,75.4405147837515,90.3346970303558,78.3483887609011,91.2538090588235
"1","ALSPAC0233",101.414028212106,105.917211327913,102.334083770845,104.434604175226,97.5679954375833
"3","ALSPAC0234",65.1419891493436,98.2945910742167,96.4562199713661,86.3937084538988,81.4845118955562
"1","ALSPAC0235",101.242267242905,107.310747401528,106.557013528814,103.104618317893,99.1321826437665
"3","ALSPAC0236",74.6823373272662,79.8557000397885,70.7016256420392,73.3975402382457,71.7020675345181
"2","ALSPAC0237",73.0270451459754,71.2221555012694,62.4238618116065,70.3479584746765,76.4048770441373
"2","ALSPAC0238",66.3266066189478,59.008520870411,61.8864335672477,65.8176103848422,68.6466777242995
"3","ALSPAC0239",90.1905811132748,76.3296418925088,92.8420005447655,89.6251431059465,97.1057876924056
"1","ALSPAC0240",102.786425386692,105.658844072272,101.755794449957,106.726743238674,NA
"1","ALSPAC0241",103.913593082014,93.5361334246714,97.9043910397663,99.0342842419502,102.901192530529
"1","ALSPAC0242",103.490123208221,105.92507866757,108.317917518695,104.924240221214,104.015347320658
"1","ALSPAC0243",109.975499943969,103.198375927835,111.255505499018,106.097614496579,116.568741508195
"2","ALSPAC0244",73.3345018888023,71.5610365795387,75.4363774351292,76.3027613415915,82.0405999909519
"3","ALSPAC0245",89.0444441987103,82.7330760768469,93.401115199012,94.8867967185279,93.1386841731844
"1","ALSPAC0246",106.698628255969,99.9709711660804,101.498791569143,100.891596223651,105.780614733199
"1","ALSPAC0247",112.85652171792,105.780726600927,NA,109.872580131886,NA
"3","ALSPAC0248",93.7409131753096,81.0194129675782,71.7142768857758,77.0527234661757,93.7217825118746
"3","ALSPAC0249",103.840110124464,73.9734540628663,86.8459029529595,90.1317000053162,102.081062443672
"1","ALSPAC0250",107.182604976875,103.200972760867,105.193998470918,105.03590171714,103.486163807887
"1","ALSPAC0251",110.114266896379,110.918489094763,108.654231163542,108.610127929606,106.061313170679
"2","ALSPAC0252",90.6690146484622,89.6963045820657,97.267201525369,91.5040253093727,78.8743630333222
"1","ALSPAC0253",107.591495604199,113.503457959028,120.476813246767,120.385360801813,105.478124650879
"1","ALSPAC0254",107.225747835261,106.473220823368,115.673837806421,107.742349763359,106.823777433531
"2","ALSPAC0255",60.9308529134404,76.9924916036703,67.3315342771189,73.6616195907247,66.9238469530228
"2","ALSPAC0256",72.9362514422249,68.0022247467192,78.0314354126914,74.8065005981435,76.7436260844066
"2","ALSPAC0257",81.6441026165614,87.1309985622776,86.5603896893719,80.7752712783129,79.2975640480853
"3","ALSPAC0258",79.0672869326152,85.5005602375297,85.6495259336596,79.5769359327408,76.8432298370427
"2","ALSPAC0259",81.0930730466766,69.0376506106826,75.5174619011871,80.1838554787822,90.1419778109719
"1","ALSPAC0260",107.889546859133,103.773828220911,104.98716491045,100.380981816741,107.738977761559
"1","ALSPAC0261",103.663565979252,104.782174223502,103.619801372377,105.565920200441,105.138310321395
"1","ALSPAC0262",103.682383731555,105.477133735885,101.251858858646,99.4844094999645,96.9999920524866
"2","ALSPAC0263",77.9955382596304,85.8646927858434,88.1797165308841,81.0297620999663,83.3240209056776
"2","ALSPAC0264",72.5924234291465,74.2460639651892,79.7415838524696,81.7242562578985,69.255568696412
"1","ALSPAC0265",114.099988438266,107.503430134835,110.742500267075,108.365556812605,100.896018025019
"1","ALSPAC0266",107.701756390685,102.284236066149,103.581096811826,102.745300991448,112.021816730026
"2","ALSPAC0267",81.5496859001244,74.9048237429703,74.2716621847637,77.0240999209014,76.7366193059867
"1","ALSPAC0268",97.1446878004755,101.95811320326,98.0723643202615,98.2300047276394,106.19778725206
"1","ALSPAC0269",105.920316365218,104.415467393661,109.657112338746,112.068177210369,108.537136952251
"1","ALSPAC0270",108.208440693225,103.425673775518,108.632113569625,113.394310551452,110.088514207186
"1","ALSPAC0271",100.17861141827,102.684341050062,102.437949992255,99.1600770842999,100.707845033865
"2","ALSPAC0272",85.9557783542725,75.8348892182566,87.3838948784324,79.8728138760125,90.2401952938152
"1","ALSPAC0273",115.48130890355,107.221385722575,112.18772441923,104.678215318114,115.311389226492
"1","ALSPAC0274",100.940978086894,108.099872030182,109.477283602298,101.998320166562,100.976986689761
"1","ALSPAC0275",94.3412342766959,95.4586241939398,98.7873297160478,91.8735432872273,101.0411454118
"1","ALSPAC0276",98.597686431939,105.966926479084,108.141859996306,106.285525125842,98.9740445234456
"1","ALSPAC0277",104.41029716622,100.229047575885,106.86416160159,110.653164235538,103.512624263467
"3","ALSPAC0278",93.068396467089,108.023600847651,99.1104614422243,91.9656939234583,91.5186062159614
"3","ALSPAC0279",87.6323831834096,101.061376571554,109.819941791394,108.642250031618,90.9273612524288
"3","ALSPAC0280",101.896141545894,93.0066101121743,97.4507837186104,88.8234378419669,103.214571845725
"1","ALSPAC0281",108.495837916194,110.048336066355,112.842273627788,114.469153935448,107.99775744631
"1","ALSPAC0282",109.830103542343,110.489649444223,109.077088890907,110.744322450656,104.241165662883
"3","ALSPAC0283",85.5317411628504,79.6982412738289,81.2570743063235,79.0286268932047,95.1527237567642
"1","ALSPAC0284",98.4797820463326,96.7733924805047,106.037144921626,103.05903452302,89.5858526678599
"3","ALSPAC0285",95.9784219334002,91.7227930733224,84.0153116624621,90.1838070022885,92.6798097282118
